"(*sync.Pool).Get" "internal/race.Disable"
"(*golang.org/x/tools/internal/pkgbits.Decoder).checkErr" "golang.org/x/tools/internal/pkgbits.errorf"
"(*golang.org/x/tools/internal/pkgbits.Decoder).rawUvarint" "(*golang.org/x/tools/internal/pkgbits.Decoder).checkErr"
"(*golang.org/x/tools/internal/pkgbits.Decoder).Sync" "(*golang.org/x/tools/internal/pkgbits.Decoder).rawUvarint"
"(*golang.org/x/tools/internal/pkgbits.Decoder).Sync" "(*golang.org/x/tools/internal/pkgbits.Decoder).rawUvarint"
"(*golang.org/x/tools/internal/pkgbits.Decoder).Sync" "(*golang.org/x/tools/internal/pkgbits.Decoder).rawUvarint"
"(*golang.org/x/tools/internal/pkgbits.Decoder).Sync" "fmt.Printf"
"(*golang.org/x/tools/internal/pkgbits.Decoder).Sync" "fmt.Printf"
"(*golang.org/x/tools/internal/pkgbits.Decoder).Sync" "fmt.Printf"
"(*golang.org/x/tools/internal/pkgbits.Decoder).rawReloc" "golang.org/x/tools/internal/pkgbits.assert"
"(*golang.org/x/tools/internal/pkgbits.Decoder).Sync" "(*golang.org/x/tools/internal/pkgbits.Decoder).rawReloc"
"(*golang.org/x/tools/internal/pkgbits.PkgDecoder).StringIdx" "(*golang.org/x/tools/internal/pkgbits.PkgDecoder).DataIdx"
"(*golang.org/x/tools/internal/pkgbits.Decoder).Sync" "(*golang.org/x/tools/internal/pkgbits.PkgDecoder).StringIdx"
"(*golang.org/x/tools/internal/pkgbits.Decoder).Sync" "fmt.Printf"
"(*golang.org/x/tools/internal/pkgbits.Decoder).Sync" "fmt.Printf"
"(*golang.org/x/tools/internal/pkgbits.Decoder).Sync" "runtime.Callers"
"golang.org/x/tools/internal/pkgbits.walkFrames" "runtime.CallersFrames"
"golang.org/x/tools/internal/pkgbits.walkFrames" "(*runtime.Frames).Next"
"strings.TrimPrefix" "strings.HasPrefix"
"golang.org/x/tools/internal/pkgbits.fmtFrames$1" "strings.TrimPrefix"
"golang.org/x/tools/internal/pkgbits.fmtFrames$1" "fmt.Sprintf"
"golang.org/x/tools/internal/pkgbits.walkFrames" "golang.org/x/tools/internal/pkgbits.fmtFrames$1"
"golang.org/x/tools/internal/pkgbits.fmtFrames" "golang.org/x/tools/internal/pkgbits.walkFrames"
"(*golang.org/x/tools/internal/pkgbits.Decoder).Sync" "golang.org/x/tools/internal/pkgbits.fmtFrames"
"(*golang.org/x/tools/internal/pkgbits.Decoder).Sync" "fmt.Printf"
"(*golang.org/x/tools/internal/pkgbits.Decoder).Sync" "os.Exit"
"(*golang.org/x/tools/internal/pkgbits.PkgDecoder).NewDecoderRaw" "(*golang.org/x/tools/internal/pkgbits.Decoder).Sync"
"(*golang.org/x/tools/internal/pkgbits.Decoder).Uint64" "(*golang.org/x/tools/internal/pkgbits.Decoder).Sync"
"(*golang.org/x/tools/internal/pkgbits.Decoder).Uint64" "(*golang.org/x/tools/internal/pkgbits.Decoder).rawUvarint"
"(*golang.org/x/tools/internal/pkgbits.Decoder).Len" "(*golang.org/x/tools/internal/pkgbits.Decoder).Uint64"
"(*golang.org/x/tools/internal/pkgbits.Decoder).Len" "golang.org/x/tools/internal/pkgbits.assert"
"(*golang.org/x/tools/internal/pkgbits.PkgDecoder).NewDecoderRaw" "(*golang.org/x/tools/internal/pkgbits.Decoder).Len"
"(*golang.org/x/tools/internal/pkgbits.PkgDecoder).NewDecoderRaw" "(*golang.org/x/tools/internal/pkgbits.Decoder).Sync"
"(*golang.org/x/tools/internal/pkgbits.PkgDecoder).NewDecoderRaw" "(*golang.org/x/tools/internal/pkgbits.Decoder).Len"
"(*golang.org/x/tools/internal/pkgbits.PkgDecoder).NewDecoderRaw" "(*golang.org/x/tools/internal/pkgbits.Decoder).Len"
"(*golang.org/x/tools/internal/pkgbits.PkgDecoder).NewDecoder" "(*golang.org/x/tools/internal/pkgbits.PkgDecoder).NewDecoderRaw"
"(*golang.org/x/tools/internal/pkgbits.PkgDecoder).NewDecoder" "(*golang.org/x/tools/internal/pkgbits.Decoder).Sync"
"(*golang.org/x/tools/internal/gcimporter.pkgReader).newReader" "(*golang.org/x/tools/internal/pkgbits.PkgDecoder).NewDecoder"
"golang.org/x/tools/internal/gcimporter.readUnifiedPackage" "(*golang.org/x/tools/internal/gcimporter.pkgReader).newReader"
"(*golang.org/x/tools/internal/gcimporter.reader).pkg" "(*golang.org/x/tools/internal/pkgbits.Decoder).Sync"
"(*golang.org/x/tools/internal/pkgbits.Decoder).Reloc" "(*golang.org/x/tools/internal/pkgbits.Decoder).Sync"
"(*golang.org/x/tools/internal/pkgbits.Decoder).Reloc" "(*golang.org/x/tools/internal/pkgbits.Decoder).Len"
"(*golang.org/x/tools/internal/pkgbits.Decoder).Reloc" "(*golang.org/x/tools/internal/pkgbits.Decoder).rawReloc"
"(*golang.org/x/tools/internal/gcimporter.reader).pkg" "(*golang.org/x/tools/internal/pkgbits.Decoder).Reloc"
"(*golang.org/x/tools/internal/gcimporter.pkgReader).pkgIdx" "(*golang.org/x/tools/internal/gcimporter.pkgReader).newReader"
"(*golang.org/x/tools/internal/pkgbits.Decoder).String" "(*golang.org/x/tools/internal/pkgbits.Decoder).Sync"
"(*golang.org/x/tools/internal/pkgbits.Decoder).String" "(*golang.org/x/tools/internal/pkgbits.Decoder).Reloc"
"(*golang.org/x/tools/internal/pkgbits.Decoder).String" "(*golang.org/x/tools/internal/pkgbits.PkgDecoder).StringIdx"
"(*golang.org/x/tools/internal/gcimporter.reader).doPkg" "(*golang.org/x/tools/internal/pkgbits.Decoder).String"
"(*golang.org/x/tools/internal/gcimporter.reader).doPkg" "(*golang.org/x/tools/internal/pkgbits.PkgDecoder).PkgPath"
"(*golang.org/x/tools/internal/gcimporter.reader).doPkg" "(*golang.org/x/tools/internal/pkgbits.Decoder).String"
"(*golang.org/x/tools/internal/gcimporter.reader).doPkg" "go/types.NewPackage"
"(*golang.org/x/tools/internal/gcimporter.pkgReader).pkgIdx" "(*golang.org/x/tools/internal/gcimporter.reader).doPkg"
"(*golang.org/x/tools/internal/gcimporter.reader).pkg" "(*golang.org/x/tools/internal/gcimporter.pkgReader).pkgIdx"
"golang.org/x/tools/internal/gcimporter.readUnifiedPackage" "(*golang.org/x/tools/internal/gcimporter.reader).pkg"
"(*golang.org/x/tools/internal/pkgbits.Decoder).Bool" "(*golang.org/x/tools/internal/pkgbits.Decoder).Sync"
"(*golang.org/x/tools/internal/pkgbits.Decoder).Bool" "(*strings.Reader).ReadByte"
"(*golang.org/x/tools/internal/pkgbits.Decoder).Bool" "(*golang.org/x/tools/internal/pkgbits.Decoder).checkErr"
"(*golang.org/x/tools/internal/pkgbits.Decoder).Bool" "golang.org/x/tools/internal/pkgbits.assert"
"golang.org/x/tools/internal/gcimporter.readUnifiedPackage" "(*golang.org/x/tools/internal/pkgbits.Decoder).Bool"
"golang.org/x/tools/internal/gcimporter.readUnifiedPackage" "(*golang.org/x/tools/internal/pkgbits.Decoder).Len"
"golang.org/x/tools/internal/gcimporter.readUnifiedPackage" "(*golang.org/x/tools/internal/pkgbits.Decoder).Sync"
"golang.org/x/tools/internal/gcimporter.readUnifiedPackage" "(*golang.org/x/tools/internal/pkgbits.Decoder).Bool"
"golang.org/x/tools/internal/gcimporter.readUnifiedPackage" "golang.org/x/tools/internal/gcimporter.assert"
"golang.org/x/tools/internal/gcimporter.readUnifiedPackage" "(*golang.org/x/tools/internal/pkgbits.Decoder).Reloc"
"(*golang.org/x/tools/internal/pkgbits.PkgDecoder).TempDecoderRaw" "(*golang.org/x/tools/internal/pkgbits.PkgDecoder).DataIdx"
"(*golang.org/x/tools/internal/pkgbits.PkgDecoder).TempDecoderRaw" "(*strings.Reader).Reset"
"(*golang.org/x/tools/internal/pkgbits.PkgDecoder).TempDecoderRaw" "(*golang.org/x/tools/internal/pkgbits.Decoder).Sync"
"(*golang.org/x/tools/internal/pkgbits.PkgDecoder).TempDecoderRaw" "(*golang.org/x/tools/internal/pkgbits.Decoder).Len"
"(*golang.org/x/tools/internal/pkgbits.PkgDecoder).TempDecoderRaw" "(*golang.org/x/tools/internal/pkgbits.Decoder).Sync"
"(*golang.org/x/tools/internal/pkgbits.PkgDecoder).TempDecoderRaw" "(*golang.org/x/tools/internal/pkgbits.Decoder).Len"
"(*golang.org/x/tools/internal/pkgbits.PkgDecoder).TempDecoderRaw" "(*golang.org/x/tools/internal/pkgbits.Decoder).Len"
"(*golang.org/x/tools/internal/pkgbits.PkgDecoder).TempDecoder" "(*golang.org/x/tools/internal/pkgbits.PkgDecoder).TempDecoderRaw"
"(*golang.org/x/tools/internal/pkgbits.PkgDecoder).TempDecoder" "(*golang.org/x/tools/internal/pkgbits.Decoder).Sync"
"(*golang.org/x/tools/internal/gcimporter.pkgReader).tempReader" "(*golang.org/x/tools/internal/pkgbits.PkgDecoder).TempDecoder"
"(*golang.org/x/tools/internal/gcimporter.pkgReader).objIdx" "(*golang.org/x/tools/internal/gcimporter.pkgReader).tempReader"
"(*golang.org/x/tools/internal/gcimporter.reader).ident" "(*golang.org/x/tools/internal/pkgbits.Decoder).Sync"
"(*golang.org/x/tools/internal/gcimporter.reader).ident" "(*golang.org/x/tools/internal/gcimporter.reader).pkg"
"(*golang.org/x/tools/internal/gcimporter.reader).ident" "(*golang.org/x/tools/internal/pkgbits.Decoder).String"
"(*golang.org/x/tools/internal/gcimporter.reader).qualifiedIdent" "(*golang.org/x/tools/internal/gcimporter.reader).ident"
"(*golang.org/x/tools/internal/gcimporter.pkgReader).objIdx" "(*golang.org/x/tools/internal/gcimporter.reader).qualifiedIdent"
"(*golang.org/x/tools/internal/gcimporter.pkgReader).objIdx" "golang.org/x/tools/internal/gcimporter.assert"
"(*golang.org/x/tools/internal/pkgbits.Decoder).Code" "(*golang.org/x/tools/internal/pkgbits.Decoder).Sync"
"(*golang.org/x/tools/internal/pkgbits.Decoder).Code" "(*golang.org/x/tools/internal/pkgbits.Decoder).Len"
"(*golang.org/x/tools/internal/gcimporter.pkgReader).objIdx" "(*golang.org/x/tools/internal/pkgbits.Decoder).Code"
"(*golang.org/x/tools/internal/gcimporter.pkgReader).retireReader" "(*golang.org/x/tools/internal/pkgbits.PkgDecoder).RetireDecoder"
"(*golang.org/x/tools/internal/gcimporter.pkgReader).objIdx" "(*golang.org/x/tools/internal/gcimporter.pkgReader).retireReader"
"(*golang.org/x/tools/internal/gcimporter.pkgReader).objIdx" "golang.org/x/tools/internal/gcimporter.splitVargenSuffix"
"(*golang.org/x/tools/internal/gcimporter.pkgReader).objIdx" "golang.org/x/tools/internal/gcimporter.assert"
"(*golang.org/x/tools/internal/gcimporter.pkgReader).objIdx" "(*go/types.Package).Scope"
"(*golang.org/x/tools/internal/gcimporter.pkgReader).objIdx" "(*go/types.Scope).Lookup"
"(*golang.org/x/tools/internal/gcimporter.pkgReader).objDictIdx" "(*golang.org/x/tools/internal/gcimporter.pkgReader).tempReader"
"(*golang.org/x/tools/internal/gcimporter.pkgReader).objDictIdx" "(*golang.org/x/tools/internal/pkgbits.Decoder).Len"
"(*golang.org/x/tools/internal/gcimporter.pkgReader).objDictIdx" "golang.org/x/tools/internal/gcimporter.errorf"
"(*golang.org/x/tools/internal/gcimporter.pkgReader).objDictIdx" "(*golang.org/x/tools/internal/pkgbits.Decoder).Len"
"(*golang.org/x/tools/internal/gcimporter.reader).typInfo" "(*golang.org/x/tools/internal/pkgbits.Decoder).Sync"
"(*golang.org/x/tools/internal/gcimporter.reader).typInfo" "(*golang.org/x/tools/internal/pkgbits.Decoder).Bool"
"(*golang.org/x/tools/internal/gcimporter.reader).typInfo" "(*golang.org/x/tools/internal/pkgbits.Decoder).Len"
"(*golang.org/x/tools/internal/gcimporter.reader).typInfo" "(*golang.org/x/tools/internal/pkgbits.Decoder).Reloc"
"(*golang.org/x/tools/internal/gcimporter.pkgReader).objDictIdx" "(*golang.org/x/tools/internal/gcimporter.reader).typInfo"
"(*golang.org/x/tools/internal/gcimporter.pkgReader).objDictIdx" "(*golang.org/x/tools/internal/pkgbits.Decoder).Len"
"(*golang.org/x/tools/internal/gcimporter.pkgReader).objDictIdx" "(*golang.org/x/tools/internal/pkgbits.Decoder).Reloc"
"(*golang.org/x/tools/internal/gcimporter.pkgReader).objDictIdx" "(*golang.org/x/tools/internal/pkgbits.Decoder).Bool"
"(*golang.org/x/tools/internal/gcimporter.pkgReader).objDictIdx" "(*golang.org/x/tools/internal/gcimporter.pkgReader).retireReader"
"(*golang.org/x/tools/internal/gcimporter.pkgReader).objIdx" "(*golang.org/x/tools/internal/gcimporter.pkgReader).objDictIdx"
"(*golang.org/x/tools/internal/gcimporter.pkgReader).objIdx" "(*golang.org/x/tools/internal/gcimporter.pkgReader).newReader"
"(*golang.org/x/tools/internal/gcimporter.reader).pos" "(*golang.org/x/tools/internal/pkgbits.Decoder).Sync"
"(*golang.org/x/tools/internal/gcimporter.reader).pos" "(*golang.org/x/tools/internal/pkgbits.Decoder).Bool"
"(*golang.org/x/tools/internal/gcimporter.reader).posBase" "(*golang.org/x/tools/internal/pkgbits.Decoder).Reloc"
"(*golang.org/x/tools/internal/gcimporter.pkgReader).posBaseIdx" "(*golang.org/x/tools/internal/gcimporter.pkgReader).tempReader"
"(*golang.org/x/tools/internal/gcimporter.pkgReader).posBaseIdx" "(*golang.org/x/tools/internal/pkgbits.Decoder).String"
"(*golang.org/x/tools/internal/gcimporter.pkgReader).posBaseIdx" "(*golang.org/x/tools/internal/pkgbits.Decoder).Bool"
"(*golang.org/x/tools/internal/gcimporter.pkgReader).posBaseIdx" "(*golang.org/x/tools/internal/gcimporter.pkgReader).retireReader"
"(*golang.org/x/tools/internal/gcimporter.pkgReader).posBaseIdx" "(*golang.org/x/tools/internal/gcimporter.reader).pos"
"(*golang.org/x/tools/internal/pkgbits.Decoder).Uint" "(*golang.org/x/tools/internal/pkgbits.Decoder).Uint64"
"(*golang.org/x/tools/internal/pkgbits.Decoder).Uint" "golang.org/x/tools/internal/pkgbits.assert"
"(*golang.org/x/tools/internal/gcimporter.pkgReader).posBaseIdx" "(*golang.org/x/tools/internal/pkgbits.Decoder).Uint"
"(*golang.org/x/tools/internal/gcimporter.pkgReader).posBaseIdx" "(*golang.org/x/tools/internal/pkgbits.Decoder).Uint"
"(*golang.org/x/tools/internal/gcimporter.reader).posBase" "(*golang.org/x/tools/internal/gcimporter.pkgReader).posBaseIdx"
"(*golang.org/x/tools/internal/gcimporter.reader).pos" "(*golang.org/x/tools/internal/gcimporter.reader).posBase"
"(*golang.org/x/tools/internal/gcimporter.reader).pos" "(*golang.org/x/tools/internal/pkgbits.Decoder).Uint"
"(*golang.org/x/tools/internal/gcimporter.reader).pos" "(*golang.org/x/tools/internal/pkgbits.Decoder).Uint"
"(*golang.org/x/tools/internal/gcimporter.reader).pos" "(*golang.org/x/tools/internal/gcimporter.fakeFileSet).pos"
"(*golang.org/x/tools/internal/gcimporter.pkgReader).objIdx" "(*golang.org/x/tools/internal/gcimporter.reader).pos"
"(*golang.org/x/tools/internal/gcimporter.reader).typ" "(*golang.org/x/tools/internal/gcimporter.reader).typInfo"
"(*golang.org/x/tools/internal/gcimporter.pkgReader).typIdx" "(*golang.org/x/tools/internal/gcimporter.pkgReader).tempReader"
"(*golang.org/x/tools/internal/gcimporter.reader).doTyp" "(*golang.org/x/tools/internal/pkgbits.Decoder).Code"
"(*golang.org/x/tools/internal/gcimporter.reader).doTyp" "(*golang.org/x/tools/internal/pkgbits.Decoder).Len"
"(*golang.org/x/tools/internal/gcimporter.reader).obj" "(*golang.org/x/tools/internal/pkgbits.Decoder).Sync"
"(*golang.org/x/tools/internal/gcimporter.reader).obj" "(*golang.org/x/tools/internal/pkgbits.Decoder).Bool"
"(*golang.org/x/tools/internal/gcimporter.reader).obj" "golang.org/x/tools/internal/gcimporter.assert"
"(*golang.org/x/tools/internal/gcimporter.reader).obj" "(*golang.org/x/tools/internal/pkgbits.Decoder).Reloc"
"(*golang.org/x/tools/internal/gcimporter.reader).obj" "(*golang.org/x/tools/internal/gcimporter.pkgReader).objIdx"
"golang.org/x/tools/internal/gcimporter.pkgScope" "(*go/types.Package).Scope"
"(*golang.org/x/tools/internal/gcimporter.reader).obj" "golang.org/x/tools/internal/gcimporter.pkgScope"
"(*golang.org/x/tools/internal/gcimporter.reader).obj" "(*go/types.Scope).Lookup"
"(*golang.org/x/tools/internal/gcimporter.reader).obj" "(*golang.org/x/tools/internal/pkgbits.Decoder).Len"
"(*golang.org/x/tools/internal/gcimporter.reader).obj" "(*golang.org/x/tools/internal/gcimporter.reader).typ"
"(*golang.org/x/tools/internal/gcimporter.reader).doTyp" "(*golang.org/x/tools/internal/gcimporter.reader).obj"
"(*golang.org/x/tools/internal/gcimporter.reader).doTyp" "(*golang.org/x/tools/internal/pkgbits.Decoder).Len"
"(*golang.org/x/tools/internal/gcimporter.reader).doTyp" "(*go/types.object).Type"
"(*golang.org/x/tools/internal/gcimporter.reader).doTyp" "go/types.Instantiate"
"(*golang.org/x/tools/internal/gcimporter.reader).doTyp" "(*go/types.object).Type"
"(*golang.org/x/tools/internal/gcimporter.reader).doTyp" "(*golang.org/x/tools/internal/pkgbits.Decoder).Uint64"
"(*golang.org/x/tools/internal/gcimporter.reader).doTyp" "(*golang.org/x/tools/internal/gcimporter.reader).typ"
"(*golang.org/x/tools/internal/gcimporter.reader).doTyp" "go/types.NewArray"
"(*golang.org/x/tools/internal/gcimporter.reader).doTyp" "(*golang.org/x/tools/internal/pkgbits.Decoder).Len"
"(*golang.org/x/tools/internal/gcimporter.reader).doTyp" "(*golang.org/x/tools/internal/gcimporter.reader).typ"
"(*golang.org/x/tools/internal/gcimporter.reader).doTyp" "go/types.NewChan"
"(*golang.org/x/tools/internal/gcimporter.reader).doTyp" "(*golang.org/x/tools/internal/gcimporter.reader).typ"
"(*golang.org/x/tools/internal/gcimporter.reader).doTyp" "(*golang.org/x/tools/internal/gcimporter.reader).typ"
"(*golang.org/x/tools/internal/gcimporter.reader).doTyp" "go/types.NewMap"
"(*golang.org/x/tools/internal/gcimporter.reader).doTyp" "(*golang.org/x/tools/internal/gcimporter.reader).typ"
"(*golang.org/x/tools/internal/gcimporter.reader).doTyp" "go/types.NewPointer"
"(*golang.org/x/tools/internal/gcimporter.reader).signature" "(*golang.org/x/tools/internal/pkgbits.Decoder).Sync"
"(*golang.org/x/tools/internal/gcimporter.reader).params" "(*golang.org/x/tools/internal/pkgbits.Decoder).Sync"
"(*golang.org/x/tools/internal/gcimporter.reader).params" "(*golang.org/x/tools/internal/pkgbits.Decoder).Len"
"(*golang.org/x/tools/internal/gcimporter.reader).param" "(*golang.org/x/tools/internal/pkgbits.Decoder).Sync"
"(*golang.org/x/tools/internal/gcimporter.reader).param" "(*golang.org/x/tools/internal/gcimporter.reader).pos"
"(*golang.org/x/tools/internal/gcimporter.reader).localIdent" "(*golang.org/x/tools/internal/gcimporter.reader).ident"
"(*golang.org/x/tools/internal/gcimporter.reader).param" "(*golang.org/x/tools/internal/gcimporter.reader).localIdent"
"(*golang.org/x/tools/internal/gcimporter.reader).param" "(*golang.org/x/tools/internal/gcimporter.reader).typ"
